tout_9h,tout_10h,tout_11h,tout_12h,tout_13h,tout_14h,tout_15h,tout_16h,tout_17h,hout_9h,hout_10h,hout_11h,hout_12h,hout_13h,hout_14h,hout_15h,hout_16h,hout_17h,pout_9h,pout_10h,pout_11h,pout_12h,pout_13h,pout_14h,pout_15h,pout_16h,pout_17h,lout_9h,lout_10h,lout_11h,lout_12h,lout_13h,lout_14h,lout_15h,lout_16h,lout_17h,wind_cur_9h,wind_cur_10h,wind_cur_11h,wind_cur_12h,wind_cur_13h,wind_cur_14h,wind_cur_15h,wind_cur_16h,wind_cur_17h,dew_point_9h,dew_point_10h,dew_point_11h,dew_point_12h,dew_point_13h,dew_point_14h,dew_point_15h,dew_point_16h,dew_point_17h,temp_eff_9h,temp_eff_10h,temp_eff_11h,temp_eff_12h,temp_eff_13h,temp_eff_14h,temp_eff_15h,temp_eff_16h,temp_eff_17h,dif_dew_point_9h,dif_dew_point_10h,dif_dew_point_11h,dif_dew_point_12h,dif_dew_point_13h,dif_dew_point_14h,dif_dew_point_15h,dif_dew_point_16h,dif_dew_point_17h,day,target_tout,target_freez
1.0140243902439026,1.2912790697674426,1.7590643274853799,1.997771084337347,1.9377325581395393,1.6520467836257324,1.6757558139534856,0.8637426900584803,-0.0347305389221557,99.89999999999975,99.89999999999982,99.89999999999982,99.89999999999976,99.89999999999982,99.89999999999982,99.89999999999982,99.89999999999982,99.89999999999978,747.7109756097578,747.9866279069787,748.0789473684221,748.2620481927711,747.9749999999984,747.9584795321633,748.1773255813943,748.2514619883046,748.1071856287441,330.8780487804878,1038.1627906976744,1538.6666666666667,1330.132530120482,1464.9767441860465,1651.9122807017543,617.6918604651163,28.47953216374269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1384632918483932,1.4160073309250394,1.8842814348002463,2.1232380076184074,2.063136701085211,1.7771519731159553,1.8008864051411915,0.9880251672421339,0.08861711226059733,-5.519954393852987,-5.288860559445146,-4.900516677390988,-4.703245962142304,-4.75299406908645,-4.9891574855436795,-4.9710364959976525,-5.646213987450553,-6.401890548235074,-0.12443890160449501,-0.1247282611576024,-0.1252171073148622,-0.1254669232810539,-0.12540414294568347,-0.12510518949022492,-0.12513059118770645,-0.12428247718365262,-0.12334765118275315,2018-01-02,1.74654088050315,0
2.538554216867475,2.8112426035502978,3.012426035502959,3.288414634146345,3.183720930232559,3.0204678362573025,2.8046783625731067,2.7571428571428553,2.699999999999992,99.89999999999976,99.89999999999979,99.89999999999979,99.89999999999975,99.89999999999982,99.89999999999982,99.89999999999982,99.89999999999979,99.89999999999982,747.0343373493989,747.1532544378691,747.2810650887584,747.4286585365846,747.8087209302322,748.223976608186,748.677192982456,749.102380952381,749.4011695906427,320.8734939759036,708.0295857988166,733.7988165680473,511.5121951219512,364.6686046511628,400.19883040935673,124.90643274853801,7.184523809523809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66458806288314,2.9375628161480067,3.1389576971921533,3.4152367876731056,3.3104327879876996,3.1470079756002876,2.9309916531613536,2.883406212039447,2.826203329827593,-4.2588035523840215,-4.035983795569535,-3.8720513235950107,-3.6482916149061073,-3.732901312121651,-3.8655666441353267,-4.041272316098265,-4.080073353186644,-4.126724540228337,-0.12603384601567139,-0.12632021259771292,-0.12653166168920488,-0.12682215352676518,-0.12671185775515156,-0.12654013934298924,-0.12631329058824237,-0.12626335489658946,-0.126203329827593,2018-01-03,1.5761904761904746,0
1.5558139534883693,1.8765497076023374,2.31616766467066,2.6976047904191547,3.1372781065088686,3.2505882352941224,2.975438596491224,2.744444444444449,2.5447674418604738,99.89999999999982,99.89999999999982,99.89999999999978,99.89999999999978,99.89999999999979,99.8999999999998,99.89999999999982,99.89999999999982,99.89999999999982,750.3267441860479,750.2491228070171,750.0736526946101,749.6820359281438,749.3349112426034,749.0952941176481,748.9040935672512,748.7146198830412,748.4313953488364,244.20348837209303,566.2397660818714,589.5389221556886,745.6107784431138,598.7751479289941,340.0764705882353,168.3216374269006,11.660818713450292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6808185084729992,2.0018897535556217,2.441968248028956,2.8238056385218258,3.263941110897411,3.3773704803419986,3.1019313686459973,2.8706944721979535,2.670807801417269,-5.068877956564721,-4.803389011770932,-4.44124662921772,-4.128770110704266,-3.7706363141865,-3.6787041381726686,-3.902151015664292,-4.090471128240321,-4.253696980244762,-0.1250045549846338,-0.12534004595327852,-0.1258005833582945,-0.12620084810266902,-0.12666300438854025,-0.1267822450478845,-0.12649277215478116,-0.1262500277535072,-0.1260403595568071,2018-01-04,1.1197674418604606,0
1.2122807017543846,1.3185628742514985,1.3798816568047345,1.4384615384615413,1.3101796407185606,1.398830409356725,1.0872093023255782,1.010526315789473,1.0918128654970722,99.89999999999982,99.89999999999978,99.89999999999979,99.89999999999979,99.89999999999978,99.8081871345028,99.89999999999982,99.89999999999982,99.89999999999982,747.7350877192965,748.0880239520964,748.2455621301777,748.011834319525,747.880239520958,747.3941520467839,747.1151162790715,746.9280701754379,747.1239766081873,425.0409356725146,936.9520958083832,1582.5384615384614,2102.0473372781066,1927.7005988023952,1577.485380116959,548.8139534883721,37.824561403508774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3369264421398432,1.4433195721177565,1.5047023994345723,1.5633434679714897,1.4349276340899302,1.5109261239087453,1.2117245357027493,1.1349615680808023,1.216332903744503,-5.35452828051017,-5.266025797512518,-5.215034614672212,-5.166327832087594,-5.273122289477596,-5.197206443724246,-5.458837221266,-5.522873680623908,-5.455000843211591,-0.12464574038546108,-0.12475669786626295,-0.12482074262984297,-0.12488192950995566,-0.12474799337137146,-0.11209571455202325,-0.12451523337717144,-0.12443525229133219,-0.1245200382474295,2018-01-05,-1.5672514619882993,1
-1.9526347305389202,-1.9535542168674682,-2.1021052631578927,-2.0278787878787874,-1.915568862275449,-1.9116959064327468,-1.931395348837212,-1.997023809523809,-1.9479532163742668,99.89999999999978,99.89999999999976,99.89999999999982,99.89999999999976,99.89999999999978,99.89999999999982,99.89999999999982,99.89999999999979,99.89999999999982,746.9077844311364,746.8608433734938,746.757309941521,746.3915151515159,746.3796407185612,746.4380116959064,746.6720930232555,746.8904761904754,746.9754385964909,187.8562874251497,367.5,540.8362573099415,837.2121212121212,531.8083832335329,364.4327485380117,198.31976744186048,11.208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8312703556931542,-1.8321907841681782,-1.9808947808806245,-1.906591872272246,-1.7941663193745534,-1.7902893777104583,-1.810009109145737,-1.8757051599446273,-1.8265840271682436,-8.042198147989135,-8.043002335300509,-8.171448354318796,-8.107285237996626,-8.010157759714264,-8.006805222098942,-8.023825999723982,-8.08053572769854,-8.038138386581817,-0.12136437484577081,-0.12136343269929432,-0.12121048227726741,-0.12128691560654623,-0.12140254290090041,-0.12140652872229592,-0.12138623969147294,-0.12131864957918267,-0.12136918920603165,2018-01-06,-1.3035087719298282,1
-0.4649122807017552,-0.21204819277108447,0.16249999999999987,0.4479532163742685,0.7639534883720944,1.07440476190476,1.1448484848484826,1.1783625730994123,1.0877192982456148,99.89999999999982,99.89999999999976,99.89999999999979,99.89999999999982,99.89999999999982,99.89999999999979,99.89999999999976,99.89999999999982,99.89999999999982,745.6374269005856,745.4945783132513,745.2250000000015,744.8426900584805,744.4127906976744,744.1964285714281,744.3381818181816,744.4321637426875,744.3432748538032,103.28654970760233,212.28313253012047,412.3690476190476,607.421052631579,866.2383720930233,462.625,137.71515151515152,22.584795321637426,5.192982456140351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34201089861347794,-0.08888459725886483,0.2860524903275617,0.5718025200934137,0.8881317540581106,1.1989066530847192,1.2694238571948695,1.3029729139108184,1.212235082473081,-6.7667204855102145,-6.552031115928938,-6.235146705966406,-5.994614042060202,-5.72923803494759,-5.469561510347658,-5.4107538218369555,-5.382798038556588,-5.458456874431386,-0.12290138208827532,-0.12316359551222003,-0.12355249032756116,-0.12384930371914439,-0.12417826568601474,-0.12450189117996383,-0.12457537234638931,-0.12461034081140616,-0.12451578422747188,2018-01-07,1.0,0
1.0,1.0,1.0,3.192024539877299,3.707738095238095,2.8361403508771903,2.635465116279067,2.1989696969696895,1.9189696969696983,99.89999999999982,99.89999999999982,99.89999999999982,99.89999999999975,99.89999999999979,99.89999999999982,99.89999999999982,99.89999999999976,99.86181818181794,744.300000000002,744.300000000002,744.300000000002,744.7128834355829,744.4142857142851,744.4099415204665,744.3691860465109,744.7624242424235,745.3854545454544,0.0,0.0,0.0,913.3680981595093,1313.2916666666667,1208.5438596491229,898.7906976744187,69.12727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244242732785232,1.1244242732785232,1.1244242732785232,3.3187456286579757,3.8350020663071356,2.962487776553315,2.7616010588047217,2.324647394560198,2.0390295353077015,-5.531664084651675,-5.531664084651675,-5.531664084651675,-3.72744659810648,-3.3095735686518544,-4.018492466183211,-4.180471254820765,-4.537507782909955,-4.767420182453017,-0.12442427327852781,-0.12442427327852781,-0.12442427327852781,-0.1267210887806741,-0.1272639710690476,-0.12634742567612778,-0.12613594252565513,-0.1256776975904966,-0.12005983833800869,2018-01-08,-3.0128048780487853,1
-2.0091812865497114,-1.5809815950920207,-1.2835294117647034,-0.8631578947368436,-0.5310126582278479,-0.47261904761904877,-0.47251461988304183,-0.6631578947368427,-1.418787878787879,74.9609941520468,59.64171779141103,53.74294117647057,48.22397660818713,44.815189873417744,45.90535714285712,50.115204678362545,60.74637426900582,99.75151515151491,748.004093567252,748.1607361963187,748.2423529411767,748.1035087719301,747.9626582278481,748.0892857142865,748.1192982456148,748.0333333333328,748.03696969697,371.8421052631579,802.4110429447853,1137.0588235294117,1691.9298245614036,1424.3101265822784,776.4107142857143,302.5204678362573,27.210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.807597247190823,-8.1881688596238,-9.218405343526527,-10.169591507841606,-10.768029143137959,-10.416838920782876,-9.333783389619342,-7.179749849982136,-1.317604428955565,-7.629025702686541,-6.959820106949388,-6.572874446405932,-6.07511657158977,-5.696922454865305,-5.664906422968738,-5.751169142712406,-6.141159167891024,-7.579292321115674,3.7984159606411114,6.6071872645317775,7.934875931761814,9.306433613104767,10.237016484910107,9.944219873163842,8.861268769736304,6.516591955245301,-0.10118344983230938,2018-01-09,-3.3047619047618957,1
-3.522222222222222,-3.5226744186046584,-3.4124223602484394,-3.208771929824567,-2.722941176470594,-2.3883040935672524,-1.7835582822085878,-3.146987951807229,-3.830232558139536,53.209941520467794,47.29244186046512,46.89627329192547,46.206432748538035,41.370176470588234,36.34187134502925,31.01380368098159,38.96108433734944,43.42151162790697,752.3415204678366,752.6813953488365,752.9453416149064,753.042690058481,753.2164705882351,753.2754385964919,753.3122699386503,753.3650602409638,753.5970930232562,431.44444444444446,892.6802325581396,1103.8136645962734,1197.4736842105262,1221.9764705882353,1090.8830409356726,699.4171779141104,87.87349397590361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.446827688953077,-12.860017300522815,-12.859912541642723,-12.85205827104534,-13.74801755072902,-14.97215099421846,-16.346570629894863,-14.880303423392858,-14.165762759011471,-8.643971724821025,-8.547540198290642,-8.437162181379772,-8.233753679613711,-7.692170567877652,-7.286075092390962,-6.609348160490957,-8.051625558784577,-8.775454254936022,7.924605466730859,9.33734288191817,9.447490181394267,9.643286341220772,11.025076374258438,12.583846900651192,14.563012347686268,11.733315471585636,10.335530200871933,2018-01-10,-3.5239766081871293,1
-3.490588235294116,-3.285185185185187,-2.533734939759036,-2.0256395348837173,-1.8654970760233944,-1.7214285714285706,0.06363636363636337,-2.120823529411762,-3.4749999999999965,70.61911764705886,70.93382716049379,60.744819277108434,55.82790697674418,54.98245614035085,54.77619047619045,41.01381818181819,58.49911764705878,85.24880952380953,755.1105882352945,755.3388888888879,755.4716867469875,755.533720930233,755.5578947368437,755.395238095238,755.3636363636373,755.2864705882365,755.1970238095239,492.6823529411765,963.5123456790124,1251.487951807229,1455.656976744186,1682.2631578947369,1315.7142857142858,991.969696969697,97.75882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.868104389043953,-7.620187886283545,-8.862284076939273,-9.433903967838969,-9.472717395382627,-9.384443198310569,-11.408846407197547,-9.114687596045892,-5.50827772378194,-8.900436164432477,-8.717826368242397,-7.854791573437883,-7.298006336240251,-7.1344603561620294,-6.9974254236559466,-5.056716663192549,-7.4255160354376315,-9.123694198184234,4.377516153749844,4.335002701098361,6.328549137180228,7.408264432955239,7.607220319359236,7.663014626881984,11.472482770833915,6.993864066634129,2.0332777237819437,2018-01-11,-6.500000000000007,1
